x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.4390,4.6881,2.6214,12.8025,2.8163,0.0022,-1.6176,0,1,0,1.53546,1
0.4167,4.1136,2.5766,11.8806,-2.4900,0.0448,-0.7768,0,1,0,0.57510,1
0.5265,5.3754,2.3905,12.0746,2.4556,0.0207,-1.1916,0,1,0,0.76515,1
0.3812,4.0754,2.7381,11.9032,-2.2073,0.0338,-0.7082,0,1,0,0.42667,1
0.4278,4.2324,2.5577,12.3847,2.0750,0.0269,-1.2243,0,1,1,0.94450,1
0.5286,4.8875,2.2887,11.8369,-0.2910,0.0739,-1.0095,0,1,0,0.26447,1
0.4560,4.2825,2.4472,11.7168,2.1659,0.0410,-0.7030,0,1,0,0.28327,1
0.3898,4.0534,2.6881,11.8346,-2.7942,0.0250,-0.6604,0,1,0,0.25602,3
0.4115,4.2487,2.6376,11.4526,1.9213,0.0143,-0.3783,0,1,0,0.18893,1
0.4446,4.2912,2.4982,11.7747,-1.0501,0.0229,-0.7114,0,1,0,0.23657,1
0.5929,5.4619,2.1520,12.3603,0.2704,0.0361,-1.7401,0,1,0,0.40859,1
0.4731,4.8837,2.5137,12.0226,-1.5936,0.0206,-1.0026,0,1,0,0.29222,3
0.3846,4.2055,2.7585,11.9889,3.0529,0.0314,-0.7800,0,1,0,0.36148,3
0.4480,4.8084,2.6088,11.6301,2.0510,0.0120,-0.5776,0,1,0,0.18447,1
0.3801,3.9675,2.7111,11.9489,-3.0068,0.1027,-0.8306,0,1,0,0.55719,1
0.4147,4.2813,2.6313,11.7987,2.8724,0.0280,-0.6829,0,1,0,0.15089,3
0.4833,5.3005,2.5586,12.9504,-2.1729,0.0055,-1.9618,0,1,1,1.23571,1
0.5003,5.3301,2.4908,11.6109,2.1375,0.0173,-0.6524,0,1,0,0.22041,3
0.5221,5.5926,2.4493,11.9478,2.1375,0.0102,-1.0324,0,1,0,0.63310,3
0.4116,4.1812,2.6189,12.9256,-2.8684,0.0283,-1.6621,0,1,1,1.41099,1
