x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.3971,4.1532,2.6807,11.7957,-3.0427,0.0209,-0.6384,0,1,0,0.29801,3
0.4103,4.2922,2.6553,11.7821,2.8360,0.0589,-0.6995,0,1,0,0.26841,3
0.6108,6.0059,2.1698,12.1470,1.5321,0.0187,-1.5053,0,1,0,0.50304,1
0.4971,5.2402,2.4864,12.0003,-2.5288,0.0279,-1.0495,0,1,0,0.58829,3
0.3453,3.7612,2.8307,11.9987,-2.8636,0.1466,-0.8477,0,1,0,0.76692,3
0.4709,4.3390,2.3989,11.9191,1.0795,0.0142,-0.8861,0,1,0,0.36527,1
0.4177,4.2089,2.5975,11.8296,-0.8340,0.0071,-0.6877,0,1,0,0.55162,1
0.4825,4.6700,2.4268,11.9760,-0.8350,0.0375,-1.0006,0,1,0,0.47710,1
0.4243,4.4099,2.6198,11.9203,-2.7311,0.0990,-0.8982,0,1,0,0.49970,1
0.4086,4.4687,2.7106,11.8460,2.7999,0.0263,-0.7089,0,1,0,0.30318,3
0.5404,5.3805,2.3361,11.8095,1.0556,0.0315,-0.9505,0,1,0,0.44458,3
0.5377,5.6083,2.3881,12.8241,-1.8103,0.0200,-2.0774,0,2,0,1.17105,1
0.5241,5.6399,2.4499,11.9684,2.4516,0.0875,-1.1623,0,1,0,0.21318,1
0.4281,4.3343,2.5829,11.8124,2.7861,0.0362,-0.7305,0,1,0,0.26821,3
0.4566,4.9626,2.6053,11.7662,2.6156,0.0202,-0.7256,0,1,0,0.53598,3
0.3732,4.0298,2.7656,12.6863,-3.1022,0.1001,-1.4133,0,1,0,1.42988,1
0.4316,4.4869,2.6055,11.6957,1.3266,0.0180,-0.6141,0,0,0,0.00000,1
0.4413,4.2274,2.4964,11.9197,-1.9547,0.0006,-0.8046,0,1,0,0.48268,1
0.4780,4.4894,2.4049,11.7609,-0.7229,0.0441,-0.7893,0,1,0,0.19611,1
0.3621,3.8883,2.7801,11.8526,2.4471,0.0546,-0.6578,0,1,0,0.37986,3
0.4820,5.1907,2.5414,12.6867,0.8155,0.0006,-1.6695,0,1,1,1.03004,1
0.3463,3.7489,2.8209,13.2087,-2.9973,0.1017,-1.7437,0,1,1,2.13295,1
0.4406,4.3615,2.5334,11.7158,2.2746,0.0188,-0.6473,0,1,0,0.15552,3
0.4487,4.3274,2.4896,11.7351,0.6627,0.0316,-0.6947,0,1,0,0.24544,1
0.3508,3.8328,2.8238,12.2204,-2.4942,0.1072,-0.9764,0,1,0,0.73938,3
0.5155,4.9509,2.3525,12.5651,2.0390,0.0047,-1.6648,0,2,0,1.22890,1
0.5512,5.6522,2.3415,12.3712,-2.3475,0.0267,-1.6067,0,1,0,0.71400,1
0.3709,4.0002,2.7684,12.5948,2.7253,0.0573,-1.2637,0,1,1,0.94372,1
0.4122,4.2463,2.6335,11.8039,-2.8548,0.0084,-0.6578,0,1,0,0.20245,3
0.3798,3.9613,2.7108,11.8990,-2.5185,0.0116,-0.6736,0,1,0,0.17249,1
0.4579,4.6357,2.5237,12.1751,-2.4535,0.0628,-1.1681,0,1,0,0.68312,1
0.4184,4.3992,2.6450,11.7333,1.9763,0.0299,-0.6376,0,1,0,0.20721,3
0.3588,3.9215,2.8087,11.5208,-2.8649,0.0764,-0.4367,0,1,0,0.25746,3
0.3989,4.1994,2.6848,12.2472,2.2490,0.0073,-0.9926,0,1,0,1.04760,1
0.4021,4.3899,2.7218,11.7721,-2.8622,0.0358,-0.6478,0,1,0,0.24738,3
0.5653,5.3930,2.2423,11.9762,0.4913,0.0766,-1.2561,0,1,0,0.15233,1
0.3867,4.0852,2.7130,11.8901,-2.6964,0.0404,-0.7176,0,1,0,0.30937,3
0.3650,3.8449,2.7513,12.9038,-2.3595,0.0441,-1.4744,0,2,0,1.46720,1
0.4419,4.2836,2.5082,11.7481,1.2532,0.0120,-0.6690,0,1,0,0.34202,3
0.4040,4.1343,2.6418,11.5550,-2.9152,0.0129,-0.4482,0,1,0,0.18988,3
0.4655,4.6613,2.4963,11.8600,-3.0287,0.0241,-0.8339,0,1,0,0.59131,1
0.4290,4.2294,2.5516,11.7147,-3.0155,0.0184,-0.6252,0,1,0,0.29726,3
0.4756,5.1810,2.5675,11.8439,2.6366,0.1169,-0.9606,0,1,0,0.18157,1
0.3777,3.9837,2.7283,11.7987,-2.5142,0.0784,-0.6763,0,1,0,0.26921,3
0.3745,4.0612,2.7684,13.3238,2.5641,0.0105,-1.8126,0,1,1,1.88853,1
0.4070,4.0544,2.6054,11.7793,2.6670,0.0630,-0.6959,0,1,0,0.26847,1
0.4958,5.3089,2.5060,13.1624,2.6141,0.0344,-2.3036,0,1,0,1.83900,1
0.3481,3.8361,2.8401,11.9706,2.6392,0.0263,-0.6794,0,1,0,0.50981,0
0.4740,4.7758,2.4860,11.8971,-2.3097,0.0046,-0.8618,0,1,0,0.22057,3
0.5192,5.0271,2.3529,11.9052,-1.7489,0.0035,-0.9678,0,1,0,0.33125,3
0.4630,5.0462,2.5950,11.8595,-1.4157,0.0116,-0.8140,0,1,0,0.41945,1
0.4330,4.6650,2.6439,12.0149,1.8367,0.0072,-0.8817,0,1,0,0.62596,1
0.4018,4.1895,2.6677,11.9649,2.9685,0.0361,-0.8048,0,1,0,0.64904,3
0.3751,4.0778,2.7701,11.7723,3.0448,0.0167,-0.5753,0,1,0,0.49787,1
0.4844,4.3987,2.3585,12.0100,-0.9022,0.0189,-1.0114,0,1,0,0.65909,1
0.3914,4.0493,2.6789,13.0524,2.2958,0.0314,-1.6944,0,2,0,1.28696,1
0.4763,5.0596,2.5386,12.1238,-1.5835,0.0370,-1.1327,0,1,0,0.91669,3
0.3658,3.8850,2.7597,13.1250,-2.5954,0.0990,-1.7611,0,1,1,1.85202,1
0.4679,4.6345,2.4800,11.7659,2.6027,0.0159,-0.7397,0,1,0,0.47903,1
0.3658,3.8598,2.7517,12.6159,-2.6000,0.1206,-1.3600,0,1,0,1.25153,1
0.4008,4.3878,2.7278,12.4184,-2.3848,0.0115,-1.1487,0,1,1,0.93249,1
